5.18868,5.19472,5.09912,5.11207,4.87252,4.70247,4.97712,4.72077,4.45681,4.64061,4.72109,4.73415,4.49545,4.59558,4.834,4.58738,4.40934,4.64449,4.75089,5.04684,4.81244,4.93277,4.93847,4.80685,4.82043,4.81697,4.59394,4.78795,4.64661,4.39767,4.53298,4.6139,4.87838,5.10852,5.1517,5.11878,4.94618,5.24158,5.50058,5.77538,5.55168,5.33403,5.18535,5.25159,5.12434,5.25421,5.00615,4.85616,4.78984,4.95709,4.95241,4.99754,5.25446,5.36167,5.18308,4.93688,4.68029,4.95188,5.18568,4.99294,5.23974,5.13659,5.08106,4.86754,5.14189,5.41438,5.24264,5.12465,4.98801,4.99679,4.94228,4.80847,5.07913,5.03492,5.23835,5.50576,5.55882,5.58542,5.84524,5.84633,5.94874,5.88577,6.03106,5.80626,5.86233,6.1234,6.00152,6.14353,6.26561,6.12283,6.28835,6.03801,6.22625,6.49317,6.66019,6.84153,6.90932,6.88779,7.00862,6.83411,6.96262,7.13177,7.41836,7.51937,7.26996,7.55309,7.50154,7.70506,7.56731,7.72875,7.56232,7.64066,7.51988,7.75586,7.77,7.68081,7.45744,7.7519,7.70452,7.47262,7.20958,7.09853,6.88822,6.93356,6.98111,7.04427,7.02281,7.20968,7.48095,7.30558,7.02426,7.04977,7.21966,7.29614,7.24382,7.19473,7.27799,7.56041,7.59051,7.38558,7.44838,7.53691,7.8284,7.5867,7.67699,7.89128,8.09914,8.2727,8.34574,8.32724,8.34276,8.58428,8.84304,8.84204,8.88422,8.63207,8.76605,8.94098,9.10362,9.09828,9.25107,9.03414,9.28031,9.25196,9.26503,9.21991,9.37656,9.10645,9.03,8.82273,8.6993,8.68656,8.57712,8.3714,8.66255,8.50976,8.22964,8.14075,8.43735,8.52528,8.79004,8.49812,8.51264,8.56154,8.31331,8.46521,8.22605,8.21681,7.95597,7.8736,8.05664,8.21869,8.43929,8.15403,8.12971,7.9547,7.88399,8.02639,7.76673,7.91778
5.26248,5.4225,5.52656,5.32639,5.13421,4.7577,5.01846,4.62728,4.59351,4.86969,4.58689,4.91009,4.88938,4.73343,4.55595,4.68998,4.33196,4.69533,4.93781,5.11174,4.6649,4.62952,4.79185,4.59506,4.97602,5.07853,4.86429,5.07695,4.90028,4.52336,4.65308,4.43387,4.51904,4.53972,4.6818,4.87354,4.85874,4.99385,5.04829,5.58413,5.35851,5.22129,4.99775,5.0762,5.33035,5.35958,5.1159,5.25327,4.87479,4.80987,5.17842,5.12448,5.01745,5.46369,5.43441,5.17598,5.06039,4.76872,4.84877,5.03061,5.23929,5.06715,4.97306,5.20947,5.41472,5.13413,4.96282,4.86367,5.08565,4.75292,4.81543,4.7806,5.12964,5.13282,5.15866,5.04704,5.37786,5.63986,5.56613,5.86422,5.86718,6.17088,6.24456,5.86659,5.60064,5.87877,6.21981,6.39376,6.03364,5.91154,5.80801,5.99857,6.33385,6.42173,6.80226,6.5814,6.85591,6.89305,6.87157,7.08795,7.31601,7.39467,7.20875,7.42916,7.43799,7.4273,7.3643,7.49944,7.61977,7.73159,7.74666,7.44393,7.26409,7.45493,7.65816,7.66241,7.4679,7.41596,7.63582,7.81553,7.22809,7.31565,6.89933,7.03947,7.00161,7.31802,7.38046,7.16164,7.31216,7.29307,7.12645,7.18515,7.16858,6.95611,7.01212,7.09188,7.05542,7.15365,7.44347,7.55495,7.75861,7.52149,7.57284,7.54061,7.35167,7.45888,7.60502,7.99789,8.42618,8.47898,8.35763,8.33864,8.56733,8.87176,8.9276,8.66091,8.51433,8.5267,8.76024,8.69878,9.10759,9.35351,9.14664,9.14434,9.11243,9.20532,9.01916,8.88039,9.11739,8.75185,8.69426,8.47661,8.30409,8.34091,8.24703,8.37859,8.37377,8.17492,8.10338,8.37812,8.45881,8.34101,8.39343,8.44323,8.63922,8.8379,8.5869,8.39268,8.45635,7.883,7.82421,8.11834,8.26669,8.07557,8.27907,7.9493,8.08131,8.30054,8.32889,8.14745
5.40728,5.12157,5.44686,5.0982,5.15086,4.78749,5.1455,5.1053,4.9275,4.98204,4.86916,4.93446,4.75483,4.85738,4.63301,4.64929,4.27203,4.73558,5.02604,5.23417,5.08548,4.83753,5.03448,5.05242,5.24974,5.30429,5.22712,4.86387,4.9285,4.73072,4.73477,4.31959,4.45118,4.31684,4.229,4.30794,4.34819,4.96938,4.84874,5.40656,5.21846,5.4804,5.42119,5.01485,5.41862,5.32175,5.05006,5.30268,5.15092,5.03909,5.31259,5.23552,5.11846,5.41677,5.17895,5.45398,5.45589,5.1091,4.81442,5.21685,4.98947,5.03109,4.90911,4.99479,5.24129,5.13762,4.8503,4.96522,4.79047,4.68514,4.62508,4.5535,4.69541,4.63435,5.05999,4.77361,5.3027,5.38588,5.63864,5.73323,5.78061,5.8029,6.25598,6.136,6.06323,5.9706,6.16712,6.43022,6.49662,6.03582,5.93745,5.69579,5.87186,6.1978,6.51187,6.27513,6.79666,6.80502,6.73389,6.83085,6.83353,7.17459,7.03947,7.25911,7.62316,7.75382,7.58298,7.76987,7.48063,7.5995,7.85062,7.70561,7.63401,7.32872,7.78846,7.69196,7.31992,7.49331,7.57135,7.9273,7.66151,7.70671,7.51781,7.18961,7.19345,7.23228,7.08238,7.32118,7.374,7.40768,7.27536,7.2198,7.1415,7.23267,6.87694,7.06264,6.85723,7.0322,6.99201,7.37795,7.69561,7.78808,7.57242,7.83247,7.48547,7.42722,7.37424,7.45986,7.74221,8.23462,8.55073,8.74263,8.37937,8.52325,8.84487,8.83829,8.50175,8.44285,8.88602,8.61438,8.7975,9.35666,9.34345,8.98867,8.80442,8.90835,8.73315,8.78673,9.0549,8.93202,8.7879,8.73815,8.23876,8.39161,8.25553,8.06833,8.31832,8.16257,8.33483,8.26324,8.58554,8.28132,8.38209,8.64885,8.41835,8.7061,8.51684,8.46723,8.43412,7.91425,7.8892,8.18496,8.34034,7.937,8.31678,7.942,7.97671,8.38691,8.23458,7.92403
4.91683,4.88603,5.3031,5.07225,5.19096,5.13379,5.40765,4.9782,5.01927,5.0845,4.84359,4.89482,4.99105,5.00296,4.75814,4.68698,4.42178,4.84267,5.22138,5.46726,5.55649,5.14669,4.84539,4.99931,5.05692,5.06836,4.88427,5.05984,4.98778,4.96732,5.0703,4.96372,4.4975,4.39514,4.28871,4.3965,4.47931,4.98683,4.61889,5.26083,5.03967,5.29214,5.13816,4.95073,5.07431,5.45505,5.45464,5.30385,5.1033,5.30236,5.25631,5.31569,5.18181,5.42149,5.32865,5.14219,5.25165,5.36324,4.88962,4.88758,4.98215,5.23422,5.16606,5.06784,5.00241,4.9702,4.65822,4.66399,4.89105,4.67442,4.68267,4.62008,4.69884,4.72169,5.07361,4.68202,4.84706,4.82155,5.32184,5.52234,5.79118,5.91645,6.21328,6.24438,6.3799,6.44589,6.35931,6.36867,6.71395,6.65829,6.20774,5.91563,5.94973,6.24905,6.15009,6.32307,6.69061,6.90683,7.01818,7.14796,6.80929,6.99151,7.11884,7.00724,7.46813,7.82495,7.58528,7.73914,7.41807,7.47614,7.84703,7.72309,7.90461,7.85809,7.67947,7.95766,7.89613,7.54475,7.43948,7.51251,7.62721,7.71522,7.73542,7.51854,7.56137,7.43561,7.26565,6.9947,7.12921,7.30881,7.11229,7.4509,7.43742,7.07559,6.76442,6.90411,6.80449,7.05767,7.20086,7.16433,7.34912,7.78308,7.60239,7.7038,7.32221,7.66018,7.26367,7.43456,7.33105,7.69129,8.4075,8.55275,8.34301,8.55662,8.49817,8.96192,8.83411,8.7752,8.74395,8.42597,8.45089,8.73571,9.14356,9.35777,9.20486,9.09475,9.05735,8.63343,8.97333,8.8127,8.7758,8.7942,8.40823,8.64157,8.62254,8.15778,8.40687,8.15011,7.94737,7.9328,8.33813,8.2141,8.12463,8.57383,8.7859,8.45917,8.25924,8.15575,8.37122,8.05639,7.69878,8.1141,7.9794,8.07557,8.21346,8.12164,8.29661,8.05492,7.95422,7.80305
5.02248,4.7807,5.04163,4.78217,4.73238,4.9963,5.43069,4.93843,5.162,5.09263,4.74065,4.69745,4.66183,4.5855,4.86536,5.07097,4.75421,4.64454,5.13668,5.20638,5.32585,5.03131,4.80394,4.78097,5.05559,4.80778,4.88152,4.71545,4.78458,4.74433,5.02366,5.2032,5.14755,4.57624,4.37272,4.53659,4.26308,4.77248,4.98509,4.82549,5.20546,5.49352,5.28515,5.13269,4.90815,5.21274,5.50211,5.69936,5.45182,5.47347,5.41999,5.10407,5.22648,5.28212,5.57166,5.17698,5.27376,5.42801,5.07347,4.71471,4.77516,4.72992,5.02026,5.22303,5.16926,5.27491,4.82314,4.6884,4.85484,4.96635,4.77266,4.99373,4.84643,4.57358,4.76555,4.62999,4.9546,4.63548,4.70241,4.83217,5.14794,5.30652,5.55711,6.04903,6.01616,6.23893,6.37014,6.19822,6.61154,6.34131,6.0604,5.83867,5.90275,6.2597,6.45533,6.12992,6.61659,6.49844,6.80335,7.08026,6.69676,6.8832,7.14683,7.26538,7.49309,7.63872,7.43743,7.38683,7.46886,7.60905,7.55698,7.93909,7.86993,7.81166,7.99244,8.20436,8.27224,8.06333,7.60076,7.54347,7.6675,7.86699,7.5765,7.39944,7.63564,7.73639,7.69615,7.15545,7.08084,7.15401,7.02712,7.36404,7.1381,7.01091,6.95001,7.0451,7.07246,7.20977,7.06989,7.27481,7.38802,7.65808,7.9201,7.88801,7.3864,7.76446,7.72572,7.84398,7.78077,7.60399,8.30545,8.3261,8.06324,8.22859,8.43595,8.74022,8.55617,8.75985,8.88527,8.43928,8.38357,8.27557,8.76638,8.97145,8.83295,8.78692,8.7546,8.77383,9.16777,8.76636,9.02758,9.01879,8.46175,8.72203,8.6953,8.45526,8.28292,8.09025,7.95916,8.10311,7.96829,8.34633,8.0406,8.07614,8.37793,8.51304,8.26438,8.40427,8.15227,8.10156,8.19001,7.88682,7.78588,8.00517,7.88269,8.2642,8.11515,8.0451,8.21334,8.15991
4.8167,4.61743,4.53172,4.42791,4.78413,5.04137,5.27257,5.1211,5.14873,4.90886,4.96225,5.10288,4.77722,4.66532,4.60738,4.92096,5.11372,4.8024,4.74068,5.05813,5.27941,4.93569,4.67539,4.70345,4.78218,5.04236,5.1169,4.83097,4.74389,4.55731,4.97028,5.13056,5.14544,5.06864,4.46544,4.79419,4.32938,4.55091,4.75682,4.57459,5.17729,5.24196,5.23304,5.39563,4.98145,4.98532,5.05002,5.11397,5.17533,5.02853,5.36778,5.20566,5.43658,5.1981,5.588,5.09218,5.12631,5.38757,5.33343,4.93841,4.66682,4.59686,4.64069,4.70745,4.87475,4.84311,4.77139,4.49394,4.60301,4.91052,5.07292,5.11627,4.71961,4.48964,4.3533,4.4324,4.46271,4.5075,4.52588,4.71993,4.85684,4.84415,5.19328,5.63813,5.64649,5.78764,6.29035,6.16038,6.42924,6.58125,6.42347,6.04845,5.96828,6.27005,6.42914,6.14743,6.38217,6.35473,6.65653,6.75644,6.82365,6.8071,7.17448,7.49128,7.49465,7.76708,7.42148,7.20987,7.28361,7.25525,7.11954,7.55974,7.61991,7.63819,8.04389,8.12583,8.46247,8.1288,7.81693,7.65666,7.93297,8.0682,7.67251,7.75708,7.86837,7.59787,7.47903,7.42918,7.55098,7.45465,7.01763,6.91092,6.76875,7.12662,7.16905,7.19723,7.43292,7.38509,7.52014,7.17024,7.22039,7.3704,7.60152,7.95927,7.59407,7.49175,7.89967,7.87135,7.76962,7.5129,7.7975,8.27642,8.32998,8.46018,8.72305,8.67044,8.60778,8.59421,8.87287,8.55942,8.52463,8.31129,8.80707,8.72389,8.6335,8.8344,8.81729,9.03107,9.13437,9.03373,8.80933,8.88342,8.71245,8.51561,8.39973,8.46562,8.54905,8.51971,8.18863,8.23174,8.04398,8.34073,8.42474,8.07668,8.14534,8.22274,8.32448,8.46673,8.06725,7.89842,7.89673,8.18574,7.73844,7.87517,7.81327,8.02128,8.09194,7.977,8.25259,8.03136
4.94654,4.60671,4.47392,4.28406,4.37765,4.64023,4.78769,4.83397,5.27749,5.17594,4.81095,4.92652,4.55907,4.82541,4.55633,4.78767,4.72697,4.71353,4.82791,4.88237,4.93807,4.72968,4.91608,4.80499,5.00617,4.97371,4.78928,5.04289,4.72309,4.59773,4.56726,4.94284,5.01547,5.16573,4.77979,4.81609,4.72177,4.69112,4.8163,4.76161,4.88635,5.24955,5.40299,5.24962,4.86001,4.88406,5.19743,5.15924,5.13048,4.8345,5.06563,4.88361,5.43038,5.5332,5.80793,5.47468,5.113,5.09072,5.35642,5.39521,5.26493,4.70847,4.81073,4.51967,4.49059,4.44334,4.69229,4.35241,4.66292,4.53462,5.01279,5.28448,5.17817,4.97171,4.57317,4.71266,4.36862,4.3511,4.46406,4.61729,4.91794,4.79092,4.69954,5.17191,5.16742,5.43121,5.97308,5.89497,6.02416,6.20875,6.18822,6.15,6.16068,6.48294,6.4661,6.45738,6.37817,6.10853,6.56964,6.73325,6.4956,6.48608,6.71691,6.89501,7.08719,7.61442,7.40838,7.45717,7.53871,7.25214,7.42642,7.55738,7.58692,7.62774,7.65195,8.17119,8.54151,8.55071,8.38805,7.80958,7.97952,7.74985,7.43417,7.41572,7.65585,7.73539,7.40522,7.47829,7.63152,7.74585,7.10836,6.9838,7.13448,7.11841,7.3765,7.34158,7.14428,7.50016,7.48766,7.3204,7.08054,7.13746,7.12417,7.34383,7.33332,7.3507,7.87414,7.9114,7.96351,7.79504,7.94992,8.07367,8.13172,8.04982,8.38477,8.6704,8.81448,8.96534,8.96316,8.91686,8.6968,8.33957,8.47454,8.85759,8.90267,8.7756,8.61351,8.81081,8.80784,8.64008,8.4454,8.60969,8.3962,8.4704,8.30097,8.56745,8.3186,8.60919,8.69398,8.46177,8.42232,8.2164,8.15335,7.9537,7.91583,8.22662,8.23996,8.46411,8.31364,8.11284,8.23994,8.30534,8.24596,7.85787,7.57344,7.6472,8.03891,7.9257,7.8474,8.08427
4.75076,4.84615,4.38042,4.25962,4.30455,4.37559,4.36905,4.37941,4.68634,5.18072,5.18192,4.77956,4.91537,4.70914,4.68526,4.45411,4.46151,4.65087,4.72531,4.905,5.09198,5.17806,4.82982,4.74294,5.16861,5.01008,4.83877,5.2272,5.2186,4.68407,4.92105,4.83667,5.04874,5.33425,4.76366,5.05972,4.89865,4.91538,5.12261,4.95045,4.91481,4.90392,5.31527,5.26172,5.30118,5.02166,5.21422,5.41356,5.02538,4.95196,4.76082,4.61551,4.80392,5.10816,5.66294,5.60423,5.53358,5.15024,5.46103,5.61498,5.6307,5.0602,5.09516,4.77573,4.79595,4.91645,5.09466,4.50064,4.73735,4.59388,4.57178,4.80862,5.2607,5.11008,4.70448,4.70447,4.25986,4.03699,4.31355,4.33801,4.41758,4.68922,4.91543,4.95543,5.14863,5.31497,5.54824,5.67766,5.97383,6.15209,5.9807,6.14785,5.89116,6.3152,6.45333,6.50323,6.51501,6.02792,6.30218,6.51091,6.25826,6.15506,6.68193,7.04445,7.24518,7.34943,7.35444,7.21483,7.43022,7.28422,7.47791,7.77569,7.55125,7.8531,7.59165,7.85131,8.23669,8.56598,8.62007,8.11875,8.10946,7.91578,7.5852,7.31856,7.5886,7.72882,7.84649,7.64164,7.44816,7.59809,7.49716,7.26208,6.94823,7.00145,7.00224,7.33875,7.18244,7.49059,7.25807,7.09873,7.28165,6.97129,7.09842,6.95632,7.30883,7.57073,7.89528,7.94528,7.87547,7.99649,8.17934,8.28165,8.38641,8.13726,7.96609,8.26029,8.81902,9.06558,8.9865,9.19436,9.10102,8.43144,8.36496,8.33605,8.39538,8.62587,8.33996,8.28692,8.60683,8.38435,8.42534,8.62732,8.63852,8.62112,8.48798,8.72107,8.77582,8.96055,8.85124,8.55729,8.20358,8.12954,7.84592,7.9884,8.23067,8.27098,7.96253,8.36741,8.56589,8.15673,8.41813,8.12952,8.25657,8.1646,7.65418,7.80757,7.82944,8.16648,8.24106,8.22127
5.0042,5.04351,4.94545,4.50175,4.64984,4.63233,4.59994,4.7419,4.71734,4.99303,4.86053,4.76294,4.93307,4.68537,4.68536,4.7062,4.34926,4.36793,4.71054,4.66205,5.00367,5.20033,4.88119,4.82668,5.14589,5.18996,5.22152,5.28407,5.42536,5.34505,4.85807,4.69693,5.0534,5.44932,4.80707,5.08538,4.89833,4.84668,4.99929,4.68289,4.60196,4.7994,4.91091,4.79025,4.7607,5.05732,5.40326,5.36819,5.44848,4.95641,4.67965,4.81452,4.72633,4.72814,5.2119,5.65071,5.64068,5.49781,5.36321,5.19633,5.50335,5.01263,5.30291,5.03201,5.01855,4.88912,5.12606,5.00413,4.73583,4.84349,4.45574,4.42107,5.10748,5.11,5.11896,4.87791,4.35049,4.25521,4.46425,4.67567,4.54678,4.50123,4.68502,4.72741,5.04331,5.02174,5.24564,5.52129,5.81697,5.90764,5.96656,6.35318,6.23885,6.37646,6.17973,6.22925,6.26498,6.41333,6.58745,6.53073,6.68148,6.37692,6.67556,7.04413,7.29649,7.12584,7.18108,7.00758,7.37008,7.20287,7.56701,7.94886,7.88892,7.84852,7.58969,7.51338,7.85662,8.16751,8.18085,8.41124,8.10463,7.77233,7.47279,7.42197,7.60587,7.5447,7.87214,7.61597,7.36326,7.3892,7.515,7.56204,7.38148,6.94394,7.1871,7.0349,7.18143,7.40859,7.62163,7.52806,7.65371,7.05684,7.21808,7.04362,7.13461,7.41653,7.55631,7.65725,8.0629,8.2266,8.40191,8.04923,8.0544,7.88571,7.67085,8.04062,8.37416,8.62576,8.92178,9.32354,8.94943,8.41691,8.63188,8.53861,8.5741,8.58363,8.59302,8.26378,8.17771,8.2506,8.5905,8.80746,8.88871,8.56072,8.7306,8.8503,9.11069,8.93421,8.72273,8.54261,8.07333,8.37979,7.91751,7.80418,7.9957,8.23272,8.06339,8.3756,8.7521,8.18411,8.35101,8.13712,8.21568,8.28242,7.71572,7.89489,7.80091,7.75185,7.99565,8.29115
4.97086,5.05986,4.72494,4.33814,4.57475,4.81383,4.98649,4.71412,4.74589,5.01061,4.81102,4.56167,4.92498,4.63866,4.72167,4.44696,4.1633,4.37046,4.3383,4.59022,4.63074,5.05469,4.80851,4.55804,4.60845,5.17822,5.08554,5.1166,5.53198,5.65387,5.38351,4.86137,4.86164,5.12001,5.25815,5.01281,4.97511,4.69588,4.79623,4.85923,5.01405,5.08138,5.08036,5.19531,5.02801,5.33896,5.29341,5.51458,5.29115,5.06535,4.81301,4.86598,4.50118,4.89243,5.35028,5.31089,5.62435,5.72286,5.65264,5.49182,5.2865,5.22981,4.99563,5.16557,4.96799,5.22476,5.4569,5.13872,5.22043,5.01198,4.84019,4.91224,5.17673,5.26957,5.20113,5.11011,4.72548,4.61308,4.79059,4.77021,4.88689,4.50085,4.82871,5.01571,5.07072,4.82495,4.75281,4.99568,5.40109,5.71932,5.62911,6.15125,6.27913,6.29068,6.06714,6.43511,6.48518,6.4568,6.52785,6.58054,6.80012,6.75776,6.92778,7.02287,7.41073,7.14917,7.3151,7.03616,7.467,7.05187,7.15957,7.63799,8.01095,7.97586,7.55521,7.69991,7.56164,7.97673,8.00599,8.35021,8.24709,7.89118,7.55157,7.61371,7.79518,7.71581,7.8027,7.82069,7.65022,7.48262,7.51263,7.63202,7.6206,7.45777,7.55827,7.14929,7.32955,7.63511,7.43825,7.68635,7.86735,7.37204,7.4716,7.17738,7.20287,7.19051,7.46829,7.68914,7.95837,7.99659,8.33528,7.9214,7.90064,7.94969,7.60941,7.94373,8.15917,8.58591,8.53265,8.96719,8.80052,8.52453,8.62482,8.52652,8.31658,8.63796,8.48972,8.52396,8.30242,8.14397,8.45837,8.49102,8.66991,8.86179,8.992,8.95336,8.77678,8.92708,8.97189,8.53779,8.48018,8.37158,8.13653,7.69549,7.58274,7.90765,7.82781,8.11013,8.72478,8.461,8.40706,8.15146,8.35698,8.17651,8.05096,8.21227,8.06359,7.84307,8.03312,7.95935
